masterID,masterTime,mastermag,masterlat,masterlon,masterdep,egfID,egfTime,egfmag,egflat,egflon,egfdep,s,s_fit_a,s_fit_b,s_fit_c,s_fc_std,s_fc_mean,p,p_fit_a,p_fit_b,p_fit_c,p_fc_std,p_fc_mean
nm604606,2000-05-13T14:57:15.600Z,2.4,36.253666700000004,-89.4706667,7.71,nm60236691,2018-07-28T16:23:05.430Z,1.13,36.2548333,-89.4736667,7.39,0,0,0,0,0,0,0,0,0,0,0,0
nm604588,2000-04-01T06:07:51.430Z,1.5,36.48,-89.5391667,7.23,nm606337,2007-05-01T10:35:29.400Z,0.9,36.48,-89.53566670000001,7.21,0,0,0,0,0,0,0,0,0,0,0,0
nm604564,2000-01-27T01:01:51.640Z,2.2,36.5286667,-89.49416670000001,7.46,nm604568,2000-01-28T19:17:16.840Z,1.0,36.5278333,-89.4965,7.4,0,0,0,0,0,0,0,0,0,0,0,0
nm604560,2000-01-26T00:21:48.710Z,2.8,36.2171667,-89.4088333,7.01,nm60099656,2015-05-02T13:28:22.830Z,1.39,36.2165,-89.4088333,7.15,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60099636,2015-05-02T06:11:36.030Z,1.35,36.216333299999995,-89.4068333,7.18,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60099631,2015-05-02T05:38:02.070Z,1.53,36.2155,-89.4105,7.12,0,0,0,0,0,0,0,0,0,0,0,0
nm604553,2000-01-12T09:35:13.390Z,2.1,36.611,-89.5735,8.35,nm605766,2005-06-03T18:17:19.430Z,1.6,36.6098333,-89.5725,8.55,0,0,0,0,0,0,0,0,0,0,0,0
nm60014526,1999-12-09T00:57:02.840Z,2.3,36.5643333,-89.6051667,7.0,nm610378,2014-05-09T02:59:14.550Z,1.7,36.5633333,-89.60700000000001,6.72,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605847,2005-10-16T16:11:32.970Z,1.4,36.5638333,-89.6053333,7.38,0,0,0,0,0,0,0,0,0,0,0,0
nm60014510,1999-11-04T07:50:38.660Z,1.8,36.538000000000004,-89.6433333,6.49,nm60090382,2015-09-19T21:50:09.910Z,1.26,36.5388333,-89.6441667,6.8,0,0,0,0,0,0,0,0,0,0,0,0
nm60014507,1999-11-02T07:54:28.150Z,1.5,36.3005,-89.5211667,8.3,nm604756,2001-02-27T12:01:40.500Z,0.9,36.2991667,-89.5195,8.24,0,0,0,0,0,0,0,0,0,0,0,0
nm60014490,1999-09-11T15:26:47.860Z,2.5,36.4533333,-89.5423333,8.37,nm609589,2012-11-07T07:57:55.270Z,1.2,36.4526667,-89.5491667,8.22,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm607101,2009-12-15T21:25:39.250Z,1.7,36.4528333,-89.5401667,8.04,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606900,2009-01-06T01:58:46.330Z,1.5,36.4551667,-89.5406667,8.32,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606460,2007-11-30T03:05:59.660Z,1.7,36.4535,-89.5366667,8.43,0,0,0,0,0,0,0,0,0,0,0,0
nm60014489,1999-09-05T22:57:45.560Z,2.0,36.4251667,-89.5193333,7.94,nm610293,2014-02-17T04:51:36.450Z,1.3,36.4241667,-89.5211667,7.55,0,0,0,0,0,0,0,0,0,0,0,0
nm60014484,1999-08-22T17:59:46.170Z,1.8,36.5028333,-89.54700000000001,6.76,nm60014486,1999-08-29T12:55:26.810Z,1.3,36.5033333,-89.54799999999999,6.74,0,0,0,0,0,0,0,0,0,0,0,0
nm60014482,1999-08-19T01:30:44.300Z,2.5,36.147,-89.6878333,9.89,nm60195471,2017-05-24T07:22:03.050Z,1.96,36.1468333,-89.69366670000001,10.11,0,0,0,0,0,0,0,0,0,0,0,0
nm60014470,1999-07-18T15:43:35.300Z,2.4,36.2063333,-89.4705,7.54,nm60155466,2016-08-17T12:52:19.280Z,1.6,36.2053333,-89.4711667,7.67,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm610339,2014-04-10T04:53:26.110Z,1.3,36.206166700000004,-89.4741667,7.47,0,0,0,0,0,0,0,0,0,0,0,0
nm60014464,1999-07-06T16:16:24.430Z,1.6,36.1996667,-89.4843333,6.49,nm606784,2008-10-02T02:43:00.320Z,1.1,36.199,-89.4841667,6.8,0,0,0,0,0,0,0,0,0,0,0,0
nm60014457,1999-06-29T11:58:11.350Z,1.7,36.443000000000005,-89.5368333,8.72,nm609627,2012-12-25T05:27:23.870Z,1.0,36.4438333,-89.53200000000001,8.55,0,0,0,0,0,0,0,0,0,0,0,0
nm60014453,1999-06-16T12:40:43.170Z,2.5,36.104,-89.75200000000001,6.08,nm610601,2014-12-11T08:24:28.000Z,2.0,36.1046667,-89.7511667,6.15,0,0,0,0,0,0,0,0,0,0,0,0
nm604436,1998-12-29T04:14:27.380Z,2.1,36.0861667,-89.781,9.81,nm603492,1989-07-14T16:29:39.020Z,1.5,36.086999999999996,-89.77799999999999,10.0,0,0,0,0,0,0,0,0,0,0,0,0
nm604431,1998-12-04T13:06:34.100Z,1.7,36.5341667,-89.6393333,7.49,nm610338,2014-04-10T00:35:01.500Z,1.0,36.533666700000005,-89.6391667,7.97,0,0,0,0,0,0,0,0,0,0,0,0
nm604428,1998-11-09T18:36:47.100Z,2.5,36.5045,-89.5303333,6.51,nm606710,2008-05-12T13:19:52.760Z,1.6,36.5026667,-89.53299999999999,6.72,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60014454,1999-06-22T00:41:21.350Z,2.0,36.5035,-89.53200000000001,6.43,0,0,0,0,0,0,0,0,0,0,0,0
nm604426,1998-10-31T04:07:55.420Z,1.5,36.3208333,-89.4775,5.15,nm609140,2011-12-10T12:03:50.300Z,1.0,36.3196667,-89.4771667,4.96,0,0,0,0,0,0,0,0,0,0,0,0
nm604419,1998-10-05T22:50:45.210Z,2.2,36.441166700000004,-89.5418333,8.72,nm60207556,2017-09-30T02:07:54.410Z,1.6,36.441166700000004,-89.5403333,8.74,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60123507,2016-07-02T09:58:47.710Z,1.23,36.4405,-89.5436667,9.02,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm610013,2013-08-11T14:59:10.520Z,1.6,36.4406667,-89.544,8.46,0,0,0,0,0,0,0,0,0,0,0,0
nm604410,1998-09-02T17:44:08.150Z,1.5,36.4988333,-89.5538333,8.11,nm606747,2008-07-23T05:39:34.180Z,0.9,36.499,-89.5585,8.15,0,0,0,0,0,0,0,0,0,0,0,0
nm604402,1998-08-15T20:40:19.150Z,1.7,36.533666700000005,-89.5975,8.31,nm60096712,2015-11-26T10:07:00.660Z,1.15,36.5328333,-89.6033333,8.58,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60020613,2015-11-25T06:57:14.510Z,1.01,36.5326667,-89.6021667,8.5,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm610086,2013-10-14T21:17:39.810Z,1.2,36.5356667,-89.5965,8.24,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605830,2005-09-11T12:07:00.260Z,1.2,36.532166700000005,-89.59816670000001,8.55,0,0,0,0,0,0,0,0,0,0,0,0
nm604397,1998-07-15T04:24:50.870Z,2.7,36.6891667,-89.5211667,15.34,nm604398,1998-07-15T07:28:28.590Z,2.1,36.69,-89.5205,15.54,0,0,0,0,0,0,0,0,0,0,0,0
nm604393,1998-07-05T07:48:03.050Z,2.2,36.293833299999996,-89.5321667,8.42,nm605216,2003-07-14T08:38:20.440Z,1.5,36.293833299999996,-89.5311667,8.75,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm604557,2000-01-22T02:52:52.780Z,1.2,36.2948333,-89.5303333,8.63,0,0,0,0,0,0,0,0,0,0,0,0
nm604385,1998-06-10T17:48:01.560Z,1.7,36.5248333,-89.56700000000001,6.93,nm60139412,2016-11-18T21:15:04.420Z,1.1,36.524,-89.56833329999999,7.28,0,0,0,0,0,0,0,0,0,0,0,0
nm604384,1998-06-08T07:42:40.190Z,1.8,36.539,-89.639,7.79,nm601880,1983-01-02T07:52:15.100Z,1.3,36.54,-89.64,8.0,0,0,0,0,0,0,0,0,0,0,0,0
nm604381,1998-05-21T14:53:29.030Z,2.2,36.1948333,-89.4328333,6.27,nm608946,2011-07-11T04:46:56.160Z,1.2,36.1938333,-89.4295,6.33,0,0,0,0,0,0,0,0,0,0,0,0
nm604380,1998-05-21T06:37:18.700Z,2.1,36.541,-89.60716670000001,8.17,nm610535,2014-09-29T04:28:11.210Z,1.5,36.542,-89.602,8.03,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm610434,2014-07-02T22:39:43.890Z,1.4,36.5395,-89.6023333,8.03,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm610074,2013-09-28T20:03:17.810Z,1.4,36.5415,-89.6128333,7.86,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606628,2008-03-28T07:05:51.390Z,1.3,36.539,-89.6048333,8.27,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606050,2006-05-19T17:28:08.390Z,1.6,36.5416667,-89.6028333,7.88,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605874,2005-11-24T07:45:24.900Z,1.6,36.5421667,-89.6048333,8.16,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm601809,1982-09-26T19:07:44.400Z,1.1,36.54,-89.61,8.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm601277,1980-10-19T13:24:33.200Z,1.4,36.54,-89.61,7.8,0,0,0,0,0,0,0,0,0,0,0,0
nm604379,1998-05-12T09:37:10.090Z,2.2,36.4191667,-89.5106667,6.7,nm605567,2004-10-31T06:09:37.930Z,1.5,36.4183333,-89.5121667,7.03,0,0,0,0,0,0,0,0,0,0,0,0
nm604371,1998-04-24T03:32:47.020Z,1.7,36.2188333,-89.4683333,5.31,nm602284,1984-03-01T09:40:00.040Z,1.1,36.218,-89.469,5.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm601071,1979-09-13T05:12:19.200Z,1.2,36.22,-89.47,5.0,0,0,0,0,0,0,0,0,0,0,0,0
nm604365,1998-04-03T16:20:16.590Z,1.8,36.2645,-89.5328333,8.2,nm609454,2012-06-24T21:40:19.090Z,1.3,36.2631667,-89.5306667,7.96,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm609452,2012-06-24T21:32:46.460Z,1.3,36.2625,-89.5313333,8.22,0,0,0,0,0,0,0,0,0,0,0,0
nm604364,1998-04-03T15:52:41.230Z,1.7,36.2668333,-89.5333333,8.31,nm60098296,2015-04-20T01:32:48.060Z,1.1,36.2681667,-89.5336667,8.28,0,0,0,0,0,0,0,0,0,0,0,0
nm604362,1998-03-15T06:56:46.330Z,2.4,36.4121667,-89.527,7.92,nm609897,2013-05-20T06:52:32.380Z,1.2,36.4125,-89.5225,7.75,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm609324,2012-01-18T11:29:11.050Z,1.6,36.4103333,-89.5291667,8.15,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm608886,2011-05-04T06:02:08.370Z,1.5,36.4141667,-89.5265,8.01,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606923,2009-02-28T23:31:03.510Z,1.2,36.411,-89.5235,8.28,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605554,2004-10-15T16:44:55.630Z,1.3,36.412,-89.5265,8.24,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60014481,1999-08-17T05:51:55.110Z,1.4,36.4103333,-89.5295,8.06,0,0,0,0,0,0,0,0,0,0,0,0
nm604361,1998-03-13T03:05:26.090Z,2.1,36.5105,-89.5555,4.0,nm602477,1985-01-08T05:56:30.500Z,1.3,36.51,-89.55,4.1,0,0,0,0,0,0,0,0,0,0,0,0
nm604357,1998-02-26T02:10:25.430Z,2.6,36.49,-89.5541667,3.61,nm601831,1982-10-16T06:42:33.100Z,1.1,36.49,-89.55,4.0,0,0,0,0,0,0,0,0,0,0,0,0
nm604356,1998-02-24T11:59:04.490Z,2.1,36.287,-89.4713333,5.25,nm606925,2009-03-03T01:31:23.490Z,1.1,36.286666700000005,-89.476,5.47,0,0,0,0,0,0,0,0,0,0,0,0
nm604353,1998-02-13T23:08:11.660Z,2.4,36.1013333,-89.7556667,7.83,nm604795,2001-04-24T15:58:32.040Z,0.2,36.1,-89.7568333,7.93,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm604659,2000-08-12T11:22:43.030Z,1.7,36.1026667,-89.75583329999999,7.82,0,0,0,0,0,0,0,0,0,0,0,0
nm604350,1998-01-28T22:05:12.470Z,2.7,36.095,-89.7686667,7.6,nm609960,2013-06-13T01:23:45.640Z,1.5,36.0956667,-89.764,7.76,0,0,0,0,0,0,0,0,0,0,0,0
nm604331,1997-11-09T20:40:57.290Z,1.8,36.3306667,-89.4785,9.33,nm604108,1995-03-17T09:40:18.000Z,1.2,36.33,-89.48,9.3,0,0,0,0,0,0,0,0,0,0,0,0
nm604326,1997-10-23T08:13:36.050Z,2.1,36.541166700000005,-89.6485,10.54,nm605431,2004-02-20T14:34:30.600Z,1.6,36.5421667,-89.6533333,10.45,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm604830,2001-05-07T13:18:27.380Z,1.6,36.5421667,-89.6533333,10.52,0,0,0,0,0,0,0,0,0,0,0,0
nm604323,1997-10-17T09:50:53.220Z,2.1,36.4258333,-89.5161667,7.68,nm60172621,2017-01-22T10:28:49.790Z,1.56,36.425,-89.51299999999999,7.82,0,0,0,0,0,0,0,0,0,0,0,0
nm604322,1997-10-16T07:43:18.890Z,1.8,36.445,-89.5365,8.99,nm610573,2014-11-12T12:25:40.700Z,0.8,36.4446667,-89.5351667,9.2,0,0,0,0,0,0,0,0,0,0,0,0
nm604320,1997-10-12T09:38:56.200Z,1.9,36.5435,-89.6626667,8.87,nm610598,2014-12-08T15:53:18.060Z,1.3,36.5426667,-89.66366670000001,8.42,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605704,2005-03-02T13:51:19.020Z,1.0,36.542,-89.6638333,8.86,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605703,2005-03-02T13:50:45.320Z,1.4,36.5418333,-89.6618333,8.76,0,0,0,0,0,0,0,0,0,0,0,0
nm604317,1997-10-09T01:44:01.890Z,1.7,36.5343333,-89.6378333,6.43,nm60202921,2017-07-22T06:39:57.370Z,1.13,36.533,-89.6408333,6.68,0,0,0,0,0,0,0,0,0,0,0,0
nm604314,1997-10-03T14:12:09.080Z,2.0,36.405,-89.5841667,10.85,nm609508,2012-08-17T01:18:48.220Z,1.2,36.405,-89.58333329999999,10.88,0,0,0,0,0,0,0,0,0,0,0,0
nm604311,1997-09-27T12:14:10.280Z,2.9,36.1945,-89.4216667,10.3,nm60164466,2016-11-08T08:21:09.920Z,1.5,36.1936667,-89.4215,10.61,0,0,0,0,0,0,0,0,0,0,0,0
nm604276,1997-06-01T06:39:26.530Z,1.7,36.2995,-89.5241667,5.19,nm610559,2014-10-19T07:17:25.210Z,0.7,36.298333299999996,-89.52683329999999,5.35,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm602002,1983-08-09T11:09:34.400Z,1.1,36.3,-89.53,5.0,0,0,0,0,0,0,0,0,0,0,0,0
nm604274,1997-06-01T05:16:43.960Z,1.6,36.2976667,-89.5253333,5.57,nm610559,2014-10-19T07:17:25.210Z,0.7,36.298333299999996,-89.52683329999999,5.35,0,0,0,0,0,0,0,0,0,0,0,0
nm604255,1997-03-16T16:59:56.870Z,2.3,36.5478333,-89.6478333,8.26,nm60208591,2017-10-11T19:22:30.620Z,1.67,36.5473333,-89.647,7.83,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60195371,2017-05-23T09:36:37.170Z,1.58,36.5471667,-89.6505,8.07,0,0,0,0,0,0,0,0,0,0,0,0
nm604254,1997-03-12T11:16:12.980Z,2.0,36.5458333,-89.62299999999999,6.83,nm606823,2008-12-28T10:49:54.100Z,1.2,36.5461667,-89.6203333,6.53,0,0,0,0,0,0,0,0,0,0,0,0
nm604251,1997-03-06T12:40:50.920Z,2.3,36.2308333,-89.4445,6.34,nm60083961,2015-01-05T05:59:05.800Z,1.6,36.2296,-89.4427,6.7,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605276,2003-10-05T23:45:39.650Z,1.4,36.232833299999996,-89.4421667,6.48,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605271,2003-10-01T10:02:41.270Z,1.4,36.2311667,-89.4435,6.35,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm604998,2002-02-28T01:50:22.460Z,1.7,36.2321667,-89.44066670000001,6.38,0,0,0,0,0,0,0,0,0,0,0,0
nm604250,1997-03-05T21:11:31.920Z,2.5,36.052,-89.8288333,8.63,nm60082951,2014-12-22T13:47:26.630Z,1.9,36.0531667,-89.8251667,8.89,0,0,0,0,0,0,0,0,0,0,0,0
nm604232,1996-12-03T10:50:42.810Z,1.9,36.24,-89.4558333,5.76,nm604165,1996-05-09T15:13:12.760Z,1.3,36.24067,-89.45084,5.46,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm603106,1987-05-25T02:48:09.200Z,1.4,36.24,-89.45,6.0,0,0,0,0,0,0,0,0,0,0,0,0
nm604230,1996-11-29T10:47:10.280Z,3.1,36.255,-89.4501667,5.39,nm605074,2002-07-24T10:02:53.090Z,1.6,36.255,-89.4498333,5.71,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm604766,2001-03-09T09:23:10.000Z,1.9,36.2543333,-89.4468333,5.77,0,0,0,0,0,0,0,0,0,0,0,0
nm604213,1996-09-14T20:52:01.650Z,1.9,36.47833,-89.55666,5.06,nm600850,1978-11-04T04:57:00.000Z,0.9,36.48,-89.56,5.0,0,0,0,0,0,0,0,0,0,0,0,0
nm604212,1996-09-14T07:17:27.070Z,2.3,36.53867,-89.55334,1.95,nm600586,1977-06-23T04:49:13.900Z,1.6,36.54,-89.55,1.8,0,0,0,0,0,0,0,0,0,0,0,0
nm604203,1996-08-05T23:34:51.600Z,2.0,36.486999999999995,-89.5415,9.67,nm606078,2006-07-10T10:56:55.070Z,1.5,36.4875,-89.5435,9.25,0,0,0,0,0,0,0,0,0,0,0,0
nm604194,1996-07-18T16:47:42.660Z,2.0,36.53983,-89.59766,7.36,nm609380,2012-04-13T03:16:04.120Z,1.4,36.541166700000005,-89.603,7.29,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605514,2004-07-30T06:28:25.770Z,1.4,36.5376667,-89.5993333,7.33,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605223,2003-07-29T16:43:17.030Z,1.5,36.539333299999996,-89.601,7.16,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605221,2003-07-26T13:34:31.770Z,1.5,36.5405,-89.603,7.62,0,0,0,0,0,0,0,0,0,0,0,0
nm604189,1996-07-11T04:16:38.550Z,1.6,36.23,-89.4445,7.17,nm60121842,2016-06-21T17:11:25.210Z,1.02,36.229833299999996,-89.4426667,7.58,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm607092,2009-12-02T20:22:03.670Z,0.9,36.23,-89.44633329999999,6.99,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm607080,2009-11-19T08:14:49.110Z,0.9,36.229833299999996,-89.4453333,7.09,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm607079,2009-11-18T06:40:16.990Z,0.1,36.2308333,-89.4461667,7.37,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm607062,2009-10-28T04:21:11.100Z,1.0,36.229833299999996,-89.447,7.06,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm607006,2009-08-29T18:17:06.510Z,0.8,36.2288333,-89.4451667,7.33,0,0,0,0,0,0,0,0,0,0,0,0
nm604186,1996-07-06T10:42:51.950Z,1.6,36.2735,-89.5101667,7.2,nm60089007,2015-09-05T21:08:32.970Z,1.04,36.275,-89.508,6.98,0,0,0,0,0,0,0,0,0,0,0,0
nm604185,1996-07-02T07:44:42.370Z,1.5,36.273,-89.4876667,7.39,nm610283,2014-02-07T15:42:54.460Z,0.7,36.273,-89.4861667,7.34,0,0,0,0,0,0,0,0,0,0,0,0
nm604183,1996-06-28T10:02:03.230Z,1.9,36.4668333,-89.5235,7.29,nm60088757,2015-09-03T08:40:31.770Z,1.09,36.469,-89.5241667,7.17,0,0,0,0,0,0,0,0,0,0,0,0
nm604175,1996-06-20T15:19:46.300Z,2.4,36.2736667,-89.5108333,6.84,nm60089007,2015-09-05T21:08:32.970Z,1.04,36.275,-89.508,6.98,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm604206,1996-08-18T02:09:22.370Z,1.4,36.27183,-89.5085,6.96,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm604186,1996-07-06T10:42:51.950Z,1.6,36.2735,-89.5101667,7.2,0,0,0,0,0,0,0,0,0,0,0,0
nm604144,1996-03-08T05:53:42.610Z,1.7,36.4915,-89.538,7.37,nm610684,2014-12-22T17:43:18.260Z,1.0,36.4921667,-89.5338333,7.41,0,0,0,0,0,0,0,0,0,0,0,0
nm604137,1996-02-17T15:35:49.830Z,2.5,36.499,-89.5495,8.99,nm605786,2005-07-06T13:18:02.880Z,1.7,36.4981667,-89.5526667,8.67,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm605417,2004-02-01T12:54:27.790Z,1.8,36.499333299999996,-89.55333329999999,8.65,0,0,0,0,0,0,0,0,0,0,0,0
nm604125,1995-08-25T00:50:11.360Z,2.0,36.1933333,-89.4626667,12.0,nm603621,1990-02-11T10:46:38.620Z,1.2,36.195,-89.462,12.1,0,0,0,0,0,0,0,0,0,0,0,0
usp0006yq4,1995-06-06T21:27:11.800Z,3.1,36.22,-89.47,5.0,nm604371,1998-04-24T03:32:47.020Z,1.7,36.2188333,-89.4683333,5.31,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm602284,1984-03-01T09:40:00.040Z,1.1,36.218,-89.469,5.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm601071,1979-09-13T05:12:19.200Z,1.2,36.22,-89.47,5.0,0,0,0,0,0,0,0,0,0,0,0,0
nm604091,1994-11-24T07:52:27.000Z,2.0,36.492,-89.598,5.0,nm600843,1978-10-31T10:00:08.300Z,1.1,36.49,-89.6,5.0,0,0,0,0,0,0,0,0,0,0,0,0
nm604089,1994-11-11T20:29:33.590Z,2.6,36.454,-89.53299999999999,6.6,nm607468,2010-08-15T00:12:37.010Z,1.0,36.4526667,-89.5346667,6.84,0,0,0,0,0,0,0,0,0,0,0,0
nm604034,1993-10-21T07:20:58.680Z,2.3,36.288000000000004,-89.494,5.0,nm607098,2009-12-06T08:09:46.070Z,1.4,36.2876667,-89.4901667,5.04,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm604904,2001-08-10T16:14:38.860Z,1.0,36.2868333,-89.4888333,4.87,0,0,0,0,0,0,0,0,0,0,0,0
nm604031,1993-10-14T18:34:20.420Z,2.4,36.277,-89.45100000000001,5.0,nm606268,2007-02-10T21:52:22.280Z,1.6,36.2771667,-89.4556667,5.36,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm606058,2006-06-03T10:15:29.250Z,1.5,36.2781667,-89.4551667,5.31,0,0,0,0,0,0,0,0,0,0,0,0
nm604027,1993-09-24T18:27:15.040Z,2.8,36.564,-89.58200000000001,6.8,nm606101,2006-08-27T11:01:31.530Z,1.4,36.563,-89.58033329999999,6.82,0,0,0,0,0,0,0,0,0,0,0,0
nm604009,1993-05-12T07:32:56.460Z,2.3,36.298,-89.53,5.2,nm610559,2014-10-19T07:17:25.210Z,0.7,36.298333299999996,-89.52683329999999,5.35,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm604279,1997-06-17T01:30:40.720Z,1.7,36.2965,-89.5286667,5.07,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm604274,1997-06-01T05:16:43.960Z,1.6,36.2976667,-89.5253333,5.57,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm604111,1995-04-21T08:47:32.000Z,1.4,36.3,-89.53,5.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm602442,1984-11-05T18:33:56.160Z,1.7,36.299,-89.52799999999999,5.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm602002,1983-08-09T11:09:34.400Z,1.1,36.3,-89.53,5.0,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm600899,1979-01-15T23:53:35.100Z,1.3,36.3,-89.53,5.0,0,0,0,0,0,0,0,0,0,0,0,0
nm604008,1993-05-03T06:38:54.230Z,1.6,36.268,-89.449,5.6,nm604775,2001-03-19T16:54:37.060Z,0.7,36.2666667,-89.4506667,5.22,0,0,0,0,0,0,0,0,0,0,0,0
nm604006,1993-04-27T11:47:59.430Z,2.2,36.585,-89.575,7.2,nm60143447,2017-01-02T11:13:34.310Z,1.48,36.584166700000004,-89.5736667,7.32,0,0,0,0,0,0,0,0,0,0,0,0
nm603976,1993-01-23T04:43:05.170Z,1.8,36.542,-89.56200000000001,5.4,nm602566,1985-05-03T17:32:50.400Z,1.1,36.54,-89.56,5.5,0,0,0,0,0,0,0,0,0,0,0,0
nm603973,1993-01-18T21:37:48.060Z,1.9,36.291,-89.49700000000001,5.0,nm602917,1986-09-01T08:23:40.100Z,1.4,36.29,-89.5,5.0,0,0,0,0,0,0,0,0,0,0,0,0
nm603964,1993-01-07T22:30:39.110Z,2.2,36.639,-89.556,8.9,nm606400,2007-08-21T21:38:17.160Z,1.4,36.6395,-89.5558333,8.61,0,0,0,0,0,0,0,0,0,0,0,0
nm603957,1992-11-05T17:31:54.260Z,2.2,36.585,-89.598,9.1,nm610323,2014-03-25T02:29:31.730Z,1.2,36.584166700000004,-89.601,8.72,0,0,0,0,0,0,0,0,0,0,0,0
,,,,,,nm60014471,1999-07-19T14:00:31.370Z,1.1,36.5848333,-89.5998333,9.5,0,0,0,0,0,0,0,0,0,0,0,0
nm603891,1991-07-22T03:31:00.300Z,2.7,36.468,-89.546,8.6,nm607513,2010-09-22T06:34:51.770Z,1.5,36.467833299999995,-89.552,8.44,0,0,0,0,0,0,0,0,0,0,0,0
nm603814,1990-11-21T16:07:17.930Z,2.4,36.283,-89.47,4.6,nm604595,2000-04-14T00:43:07.550Z,1.2,36.283333299999995,-89.4748333,4.88,0,0,0,0,0,0,0,0,0,0,0,0
nm603809,1990-11-15T11:53:58.300Z,1.5,36.26,-89.46,4.7,nm608439,2011-02-21T06:33:15.980Z,1.0,36.2588333,-89.461,5.05,0,0,0,0,0,0,0,0,0,0,0,0
nm603801,1990-11-09T03:39:15.920Z,3.2,36.537,-89.632,9.9,nm604966,2001-12-17T10:03:07.930Z,1.2,36.5356667,-89.6351667,9.7,0,0,0,0,0,0,0,0,0,0,0,0
nm603741,1990-08-20T04:31:13.300Z,1.8,36.21,-89.44,5.0,nm601820,1982-09-29T15:39:38.800Z,1.2,36.21,-89.44,5.5,0,0,0,0,0,0,0,0,0,0,0,0
nm603734,1990-08-15T04:45:10.500Z,2.6,36.46,-89.53,9.7,nm601185,1980-05-26T10:09:18.000Z,1.6,36.46,-89.53,10.0,0,0,0,0,0,0,0,0,0,0,0,0
nm603695,1990-05-24T11:07:38.670Z,2.2,36.555,-89.639,6.8,nm605295,2003-11-07T08:58:38.980Z,1.2,36.5538333,-89.641,6.87,0,0,0,0,0,0,0,0,0,0,0,0
